0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.03	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.02	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	0.03	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	-0.06	0.00	-0.05	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	-0.02	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.03	0.00	-0.03	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.05	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.09	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.05	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.02	0.00	0.06	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.03	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.02	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.05	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	-0.05	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.05	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.02	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.17	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.06	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.03	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	-0.02	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	0.03	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.03	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.05	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.03	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.05	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.03	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.05	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.03	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.02	0.00	-0.03	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	-0.02	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.06	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.05	0.03	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.03	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.02	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	-0.05	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.06	0.03	0.00	0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
0,0,0,0,8,8,8,8,-1.77, -1.31, -2.16, -2.37, 	0.00	0.00	0.00	-0.02	0.20	0.20	0.20	0.20	1.88,0.87,0.95,1.08,0.50,0.50,0.06,-0.05
